species_id,sciname,kingdom,phylum,tot_count_cells,cell_count_cutoff,num_countries,xbd
Fis-114103,Enneapterygius kermadecensis,Animalia,Chordata,4,0.2,2,transboundary
Fis-114108,Bathypterois longicauda,Animalia,Chordata,963,48.15,4,transboundary
Fis-114109,Bathypterois longifilis,Animalia,Chordata,1152,57.6,4,transboundary
Fis-114110,Enneapterygius larsonae,Animalia,Chordata,1265,63.25,14,transboundary
Fis-114124,Diaphus pacificus,Animalia,Chordata,37446,1872.3,43,transboundary
Fis-114131,Gadella norops,Animalia,Chordata,1343,67.15,19,transboundary
Fis-114147,Physiculus therosideros,Animalia,Chordata,3606,180.3,11,transboundary
Fis-114150,Enneapterygius mirabilis,Animalia,Chordata,1233,61.65,18,transboundary
Fis-114152,Coryphaenoides murrayi,Animalia,Chordata,3572,178.6,33,transboundary
Fis-114154,Gadomus aoteanus,Animalia,Chordata,384,19.2,4,transboundary
Fis-114155,Idiolophorhynchus andriashevi,Animalia,Chordata,1881,94.05,14,transboundary
Fis-114166,Antipodocottus megalops,Animalia,Chordata,81,4.05,3,transboundary
Fis-114167,Alertichthys blacki,Animalia,Chordata,314,15.7,3,transboundary
Fis-114170,Scorpaena cardinalis,Animalia,Chordata,143,7.15,3,transboundary
Fis-114172,Enneapterygius paucifasciatus,Animalia,Chordata,67,3.35,2,transboundary
Fis-114174,Enneapterygius pyramis,Animalia,Chordata,1039,51.95,18,transboundary
Fis-114177,Phenacoscorpius megalops,Animalia,Chordata,1257,62.85,13,transboundary
Fis-114179,Enneapterygius rhabdotus,Animalia,Chordata,1784,89.2,25,transboundary
Fis-114181,Ectreposebastes niger,Animalia,Chordata,1143,57.15,3,transboundary
Fis-114184,Forsterygion varium,Animalia,Chordata,447,22.35,2,transboundary
Fis-114187,Mendosoma lineatum,Animalia,Chordata,449,22.45,4,transboundary
Fis-114188,Ruanoho whero,Animalia,Chordata,99,4.95,2,transboundary
Fis-114189,Gilloblennius tripennis,Animalia,Chordata,118,5.9,1,singlecountry
Fis-114191,Notoclinus fenestratus,Animalia,Chordata,116,5.8,1,singlecountry
Fis-114193,Notoclinus compressus,Animalia,Chordata,101,5.05,2,transboundary
Fis-114195,Notoclinops yaldwyni,Animalia,Chordata,87,4.35,1,singlecountry
Fis-114196,Cristiceps aurantiacus,Animalia,Chordata,78,3.9,3,transboundary
Fis-114197,Ericentrus rubrus,Animalia,Chordata,103,5.15,1,singlecountry
Fis-114201,Notothenia angustata,Animalia,Chordata,302,15.1,2,transboundary
Fis-114202,Chironemus marmoratus,Animalia,Chordata,84,4.2,2,transboundary
Fis-114203,Aplodactylus arctidens,Animalia,Chordata,250,12.5,2,transboundary
Fis-114204,Limnichthys polyactis,Animalia,Chordata,59,2.95,1,singlecountry
Fis-114207,Grahamichthys radiata,Animalia,Chordata,90,4.5,1,singlecountry
Fis-114213,Plectranthias bilaticlavia,Animalia,Chordata,149,7.45,4,transboundary
Fis-114214,Pempheris compressa,Animalia,Chordata,157,7.85,2,transboundary
Fis-114217,Cheilodactylus fuscus,Animalia,Chordata,352,17.6,3,transboundary
Fis-114232,Bembrops morelandi,Animalia,Chordata,129,6.45,2,transboundary
Fis-114235,Minous longimanus,Animalia,Chordata,118,5.9,7,transboundary
Fis-114245,Amblyeleotris rhyax,Animalia,Chordata,1274,63.7,15,transboundary
Fis-114246,Amblyeleotris callopareia,Animalia,Chordata,305,15.25,5,transboundary
Fis-114247,Enneapterygius triserialis,Animalia,Chordata,540,27,10,transboundary
Fis-114251,Enneapterygius tutuilae,Animalia,Chordata,3700,185,44,transboundary
Fis-114255,Amblyeleotris latifasciata,Animalia,Chordata,1591,79.55,14,transboundary
Fis-114257,Enneapterygius ziegleri,Animalia,Chordata,1253,62.65,14,transboundary
Fis-114270,Forsterygion flavonigrum,Animalia,Chordata,93,4.65,1,singlecountry
Fis-11429,Coelorinchus ventrilux,Animalia,Chordata,346,17.3,11,transboundary
Fis-114346,Bembrops cadenati,Animalia,Chordata,114,5.7,8,transboundary
Fis-114368,Bembrops macromma,Animalia,Chordata,768,38.4,19,transboundary
Fis-114378,Bembrops magnisquamis,Animalia,Chordata,410,20.5,12,transboundary
Fis-114448,Bembrops nematopterus,Animalia,Chordata,257,12.85,9,transboundary
Fis-114457,Forsterygion gymnotum,Animalia,Chordata,44,2.2,2,transboundary
Fis-114510,Chauliodus pammelas,Animalia,Chordata,1746,87.3,8,transboundary
Fis-114525,Lampanyctus macropterus,Animalia,Chordata,4582,229.1,17,transboundary
Fis-114531,Ateleopus indicus,Animalia,Chordata,1035,51.75,21,transboundary
Fis-114550,Notacanthus indicus,Animalia,Chordata,7068,353.4,28,transboundary
Fis-114552,Bathygadus furvescens,Animalia,Chordata,1248,62.4,15,transboundary
Fis-114556,Bathygadus spongiceps,Animalia,Chordata,49448,2472.4,76,transboundary
Fis-114565,Coryphaenoides macrolophus,Animalia,Chordata,6763,338.15,38,transboundary
Fis-114576,Helcogramma novaecaledoniae,Animalia,Chordata,258,12.9,7,transboundary
Fis-114584,Physiculus peregrinus,Animalia,Chordata,398,19.9,7,transboundary
Fis-114586,Gadella edelmanni,Animalia,Chordata,515,25.75,10,transboundary
Fis-114615,Ariosoma selenops,Animalia,Chordata,828,41.4,22,transboundary
Fis-114618,Rhynchoconger guppyi,Animalia,Chordata,652,32.6,16,transboundary
Fis-114623,Monolene atrimana,Animalia,Chordata,715,35.75,16,transboundary
Fis-114639,Lepidoblennius haplodactylus,Animalia,Chordata,137,6.85,3,transboundary
Fis-114644,Lepidoblennius marmoratus,Animalia,Chordata,89,4.45,1,singlecountry
Fis-114645,Plectrogenium barsukovi,Animalia,Chordata,4,0.2,1,singlecountry
Fis-114650,Norfolkia thomasi,Animalia,Chordata,920,46,16,transboundary
Fis-114690,Trianectes bucephalus,Animalia,Chordata,185,9.25,1,singlecountry
Fis-114698,Trinorfolkia clarkei,Animalia,Chordata,347,17.35,2,transboundary
Fis-114718,Trinorfolkia cristata,Animalia,Chordata,113,5.65,1,singlecountry
Fis-114720,Trinorfolkia incisa,Animalia,Chordata,236,11.8,1,singlecountry
Fis-114721,Ucla xenogrammus,Animalia,Chordata,2494,124.7,30,transboundary
Fis-114735,Neobythites steatiticus,Animalia,Chordata,501,25.05,12,transboundary
Fis-114739,Bassozetus glutinosus,Animalia,Chordata,6389,319.45,54,transboundary
Fis-114756,Poecilopsetta zanzibarensis,Animalia,Chordata,181,9.05,7,transboundary
Fis-114767,Paratriacanthodes herrei,Animalia,Chordata,1514,75.7,24,transboundary
Fis-114937,Symphurus billykrietei,Animalia,Chordata,836,41.8,19,transboundary
Fis-114940,Symphurus stigmosus,Animalia,Chordata,554,27.7,14,transboundary
Fis-114945,Lipogramma rosea,Animalia,Chordata,344,17.2,13,transboundary
Fis-114946,Lipogramma trilineata,Animalia,Chordata,528,26.4,13,transboundary
Fis-114960,Starksia occidentalis,Animalia,Chordata,183,9.15,6,transboundary
Fis-114973,Elacatinus chancei,Animalia,Chordata,451,22.55,14,transboundary
Fis-114974,Elacatinus horsti,Animalia,Chordata,536,26.8,15,transboundary
Fis-114976,Elacatinus oceanops,Animalia,Chordata,472,23.6,11,transboundary
Fis-114977,Elacatinus prochilos,Animalia,Chordata,579,28.95,17,transboundary
Fis-114978,Elacatinus randalli,Animalia,Chordata,537,26.85,14,transboundary
Fis-114979,Elacatinus xanthiprora,Animalia,Chordata,588,29.4,13,transboundary
Fis-115015,Rhynchoconger gracilior,Animalia,Chordata,657,32.85,13,transboundary
Fis-11509,Sillaginodes punctatus,Animalia,Chordata,272,13.6,1,singlecountry
Fis-115175,Polydactylus quadrifilis,Animalia,Chordata,220,11,11,transboundary
Fis-115192,Hemilepidotus spinosus,Animalia,Chordata,484,24.2,2,transboundary
Fis-115260,Acanthaphritis barbata,Animalia,Chordata,1331,66.55,10,transboundary
Fis-115342,Gymnachirus melas,Animalia,Chordata,193,9.65,2,transboundary
Fis-115352,Symphurus urospilus,Animalia,Chordata,541,27.05,10,transboundary
Fis-115360,Acanthurus bariene,Animalia,Chordata,3194,159.7,33,transboundary
Fis-115418,Ecsenius isos,Animalia,Chordata,439,21.95,8,transboundary
Fis-115461,Careproctus pycnosoma,Animalia,Chordata,276,13.8,3,transboundary
Fis-115472,Arhynchobatis asperrimus,Animalia,Chordata,306,15.3,3,transboundary
Fis-115474,Bathyraja shuntovi,Animalia,Chordata,676,33.8,4,transboundary
Fis-115496,Cottunculus nudus,Animalia,Chordata,224,11.2,1,singlecountry
Fis-115500,Pterygotrigla pauli,Animalia,Chordata,744,37.2,10,transboundary
Fis-115501,Congiopodus coriaceus,Animalia,Chordata,218,10.9,2,transboundary
Fis-115502,Helicolenus barathri,Animalia,Chordata,583,29.15,3,transboundary
Fis-115511,Arnoglossus scapha,Animalia,Chordata,366,18.3,3,transboundary
Fis-115521,Favonigobius lateralis,Animalia,Chordata,684,34.2,5,transboundary
Fis-115596,Aulotrachichthys novaezelandicus,Animalia,Chordata,105,5.25,2,transboundary
Fis-115604,Coelorinchus bollonsi,Animalia,Chordata,293,14.65,1,singlecountry
Fis-115610,Symphurus ginsburgi,Animalia,Chordata,111,5.55,3,transboundary
Fis-115614,Coelorinchus kermadecus,Animalia,Chordata,875,43.75,6,transboundary
Fis-11562,Sillago indica,Animalia,Chordata,40,2,1,singlecountry
Fis-115623,Symphurus marginatus,Animalia,Chordata,857,42.85,18,transboundary
Fis-115627,Lophiocharon lithinostomus,Animalia,Chordata,789,39.45,6,transboundary
Fis-115629,Coelorinchus innotabilis,Animalia,Chordata,951,47.55,5,transboundary
Fis-115632,Coelorinchus oliverianus,Animalia,Chordata,456,22.8,2,transboundary
Fis-115644,Symphurus trewavasae,Animalia,Chordata,333,16.65,3,transboundary
Fis-115656,Koumansetta rainfordi,Animalia,Chordata,2135,106.75,25,transboundary
Fis-115669,Coelorinchus argentatus,Animalia,Chordata,753,37.65,6,transboundary
Fis-115683,Coelorinchus kamoharai,Animalia,Chordata,194,9.7,3,transboundary
Fis-115684,Coelorinchus labiatus,Animalia,Chordata,574,28.7,12,transboundary
Fis-115685,Coelorinchus macrochir,Animalia,Chordata,87,4.35,3,transboundary
Fis-115687,Coelorinchus scaphopsis,Animalia,Chordata,102,5.1,2,transboundary
Fis-115697,Coelorinchus quadricristatus,Animalia,Chordata,520,26,15,transboundary
Fis-115735,Breviraja colesi,Animalia,Chordata,741,37.05,19,transboundary
Fis-115739,Cruriraja poeyi,Animalia,Chordata,965,48.25,18,transboundary
Fis-115746,Champsodon nudivittis,Animalia,Chordata,32720,1636,65,transboundary
Fis-115751,Chimaera cubana,Animalia,Chordata,573,28.65,17,transboundary
Fis-115790,Parahucho perryi,Animalia,Chordata,23,1.15,3,transboundary
Fis-115798,Eustomias brevibarbatus,Animalia,Chordata,12549,627.45,59,transboundary
Fis-115821,Polyipnus laternatus,Animalia,Chordata,1139,56.95,26,transboundary
Fis-115864,Diaphus minax,Animalia,Chordata,78,3.9,3,transboundary
Fis-115865,Scopelarchoides nicholsi,Animalia,Chordata,17760,888,53,transboundary
Fis-115873,Astronesthes similus,Animalia,Chordata,5895,294.75,38,transboundary
Fis-115888,Symphurus jenynsi,Animalia,Chordata,195,9.75,3,transboundary
Fis-115957,Physiculus kaupi,Animalia,Chordata,559,27.95,16,transboundary
Fis-115963,Ogcocephalus vespertilio,Animalia,Chordata,651,32.55,15,transboundary
Fis-115966,Cruriraja atlantis,Animalia,Chordata,516,25.8,13,transboundary
Fis-11598,Sillago robusta,Animalia,Chordata,168,8.4,1,singlecountry
Fis-115986,Polyipnus asteroides,Animalia,Chordata,7598,379.9,44,transboundary
Fis-115989,Polyipnus clarus,Animalia,Chordata,957,47.85,21,transboundary
Fis-116143,Grammonus diagrammus,Animalia,Chordata,240,12,5,transboundary
Fis-116241,Tribolodon brandtii,Animalia,Chordata,464,23.2,5,transboundary
Fis-116262,Neobythites gilli,Animalia,Chordata,1080,54,18,transboundary
Fis-116271,Hypoplectrus aberrans,Animalia,Chordata,561,28.05,17,transboundary
Fis-116279,Pholidichthys anguis,Animalia,Chordata,1405,70.25,14,transboundary
Fis-116293,Idiastion pacificum,Animalia,Chordata,239,11.95,4,transboundary
Fis-116296,Andriashevia aptera,Animalia,Chordata,35,1.75,1,singlecountry
Fis-116302,Davidijordania jordaniana,Animalia,Chordata,401,20.05,6,transboundary
Fis-116311,Gymnelopsis brevifenestrata,Animalia,Chordata,535,26.75,6,transboundary
Fis-116314,Carapus dubius,Animalia,Chordata,250,12.5,5,transboundary
Fis-116315,Gymnelus hemifasciatus,Animalia,Chordata,4885,244.25,7,transboundary
Fis-116318,Gymnelus pauciporus,Animalia,Chordata,13,0.65,2,transboundary
Fis-116321,Gymnelus popovi,Animalia,Chordata,318,15.9,4,transboundary
Fis-116363,Nalbantichthys elongatus,Animalia,Chordata,100,5,2,transboundary
Fis-116365,Opaeophacus acrogeneius,Animalia,Chordata,57,2.85,3,transboundary
Fis-116371,Aiakas kreffti,Animalia,Chordata,111,5.55,4,transboundary
Fis-116375,Symphurus microrhynchus,Animalia,Chordata,3198,159.9,41,transboundary
Fis-11641,Pseudopleuronectes herzensteini,Animalia,Chordata,235,11.75,5,transboundary
Fis-116449,Austrolycus depressiceps,Animalia,Chordata,386,19.3,3,transboundary
Fis-116458,Austrolycus laticinctus,Animalia,Chordata,182,9.1,3,transboundary
Fis-116472,Crossostomus chilensis,Animalia,Chordata,269,13.45,7,transboundary
Fis-116477,Dadyanos insignis,Animalia,Chordata,296,14.8,4,transboundary
Fis-116479,Exechodontes daidaleus,Animalia,Chordata,747,37.35,16,transboundary
Fis-116558,Hadropogonichthys lindbergi,Animalia,Chordata,241,12.05,3,transboundary
Fis-116585,Letholycus microphthalmus,Animalia,Chordata,238,11.9,3,transboundary
Fis-116592,Lycodapus derjugini,Animalia,Chordata,64,3.2,2,transboundary
Fis-116597,Lycodes nakamurae,Animalia,Chordata,196,9.8,3,transboundary
Fis-116691,Lycenchelys albomaculata,Animalia,Chordata,70,3.5,3,transboundary
Fis-116692,Lycenchelys alba,Animalia,Chordata,2916,145.8,14,transboundary
Fis-116714,Alosa tanaica,Animalia,Chordata,119,5.95,6,transboundary
Fis-116725,Lycenchelys squamosa,Animalia,Chordata,36,1.8,2,transboundary
Fis-116726,Lycenchelys verrillii,Animalia,Chordata,435,21.75,4,transboundary
Fis-116731,Lycenchelys bachmanni,Animalia,Chordata,29,1.45,2,transboundary
Fis-116737,Lycenchelys bullisi,Animalia,Chordata,631,31.55,15,transboundary
Fis-116739,Lycenchelys camchatica,Animalia,Chordata,877,43.85,7,transboundary
Fis-116742,Lycenchelys cicatrifer,Animalia,Chordata,623,31.15,12,transboundary
Fis-116747,Lycenchelys incisa,Animalia,Chordata,478,23.9,11,transboundary
Fis-116754,Lycenchelys makushok,Animalia,Chordata,81,4.05,3,transboundary
Fis-116755,Lycenchelys micropora,Animalia,Chordata,567,28.35,5,transboundary
Fis-116901,Lycenchelys monstrosa,Animalia,Chordata,1116,55.8,13,transboundary
Fis-116902,Lycenchelys paxillus,Animalia,Chordata,561,28.05,5,transboundary
Fis-116910,Lycenchelys porifer,Animalia,Chordata,466,23.3,9,transboundary
Fis-116917,Lycenchelys ratmanovi,Animalia,Chordata,624,31.2,6,transboundary
Fis-116919,Lycenchelys rosea,Animalia,Chordata,43,2.15,1,singlecountry
Fis-116926,Lycenchelys scaurus,Animalia,Chordata,453,22.65,7,transboundary
Fis-116935,Lycodapus dermatinus,Animalia,Chordata,239,11.95,4,transboundary
Fis-116939,Lycodapus poecilus,Animalia,Chordata,315,15.75,3,transboundary
Fis-116940,Lycodapus psarostomatus,Animalia,Chordata,345,17.25,3,transboundary
Fis-116941,Lycodes adolfi,Animalia,Chordata,1033,51.65,12,transboundary
Fis-116962,Lycodes concolor,Animalia,Chordata,833,41.65,5,transboundary
Fis-116964,Lycodes fasciatus,Animalia,Chordata,434,21.7,6,transboundary
Fis-116970,Lycodes microlepidotus,Animalia,Chordata,41,2.05,3,transboundary
Fis-116972,Lycodes ocellatus,Animalia,Chordata,104,5.2,3,transboundary
Fis-116973,Lycodes paucilepidotus,Animalia,Chordata,387,19.35,6,transboundary
Fis-116974,Lycodes pectoralis,Animalia,Chordata,258,12.9,5,transboundary
Fis-116994,Coregonus maraena,Animalia,Chordata,260,13,7,transboundary
Fis-117035,Starksia culebrae,Animalia,Chordata,277,13.85,12,transboundary
Fis-117037,Starksia variabilis,Animalia,Chordata,59,2.95,7,transboundary
Fis-117079,Lycodes raridens,Animalia,Chordata,2225,111.25,3,transboundary
Fis-117083,Lycodes schmidti,Animalia,Chordata,405,20.25,6,transboundary
Fis-117085,Lycodonus malvinensis,Animalia,Chordata,113,5.65,5,transboundary
Fis-117088,Lycodonus mirabilis,Animalia,Chordata,257,12.85,4,transboundary
Fis-117092,Notolycodes schmidti,Animalia,Chordata,272,13.6,4,transboundary
Fis-117094,Oidiphorus brevis,Animalia,Chordata,269,13.45,3,transboundary
Fis-117105,Ophthalmolycus macrops,Animalia,Chordata,91,4.55,1,singlecountry
Fis-117109,Pachycara crossacanthum,Animalia,Chordata,52,2.6,6,transboundary
Fis-117113,Pachycara gymninium,Animalia,Chordata,323,16.15,3,transboundary
Fis-117115,Pachycara lepinium,Animalia,Chordata,113,5.65,2,transboundary
Fis-117119,Pachycara mesoporum,Animalia,Chordata,127,6.35,4,transboundary
Fis-117121,Pachycara pammelas,Animalia,Chordata,106,5.3,3,transboundary
Fis-117126,Pachycara sulaki,Animalia,Chordata,451,22.55,11,transboundary
Fis-117130,Pachycara suspectum,Animalia,Chordata,351,17.55,10,transboundary
Fis-117134,Piedrabuenia ringueleti,Animalia,Chordata,63,3.15,3,transboundary
Fis-117143,Plesienchelys stehmanni,Animalia,Chordata,134,6.7,4,transboundary
Fis-117150,Pogonolycus elegans,Animalia,Chordata,459,22.95,4,transboundary
Fis-117153,Pogonolycus marinae,Animalia,Chordata,377,18.85,4,transboundary
Fis-117220,Johnsonina eriomma,Animalia,Chordata,715,35.75,19,transboundary
Fis-117350,Neomerinthe beanorum,Animalia,Chordata,752,37.6,17,transboundary
Fis-117358,Bothrocara elongatum,Animalia,Chordata,82,4.1,6,transboundary
Fis-117370,Peristedion imberbe,Animalia,Chordata,859,42.95,18,transboundary
Fis-117375,Peristedion longispatha,Animalia,Chordata,1655,82.75,29,transboundary
Fis-117378,Gymnelopsis ocellata,Animalia,Chordata,260,13,4,transboundary
Fis-117422,Lycenchelys alta,Animalia,Chordata,27,1.35,1,singlecountry
Fis-117773,Ophichthus cylindroideus,Animalia,Chordata,1101,55.05,20,transboundary
Fis-117866,Lycodes luetkenii,Animalia,Chordata,1110,55.5,13,transboundary
Fis-118052,Idiastion kyphos,Animalia,Chordata,307,15.35,12,transboundary
Fis-118058,Scorpaena bergii,Animalia,Chordata,623,31.15,11,transboundary
Fis-118106,Scorpaena melasma,Animalia,Chordata,375,18.75,15,transboundary
Fis-118261,Ernogrammus walkeri,Animalia,Chordata,10,0.5,1,singlecountry
Fis-118267,Eptatretus carlhubbsi,Animalia,Chordata,640,32,12,transboundary
Fis-118279,Torpedo fairchildi,Animalia,Chordata,240,12,2,transboundary
Fis-118376,Atherinella brasiliensis,Animalia,Chordata,447,22.35,7,transboundary
Fis-118509,Favonigobius gymnauchen,Animalia,Chordata,2331,116.55,15,transboundary
Fis-118529,Pseudophycis barbata,Animalia,Chordata,452,22.6,2,transboundary
Fis-11870,Fowleria isostigma,Animalia,Chordata,1717,85.85,18,transboundary
Fis-118742,Tylosurus fodiator,Animalia,Chordata,755,37.75,8,transboundary
Fis-119017,Artediellus dydymovi,Animalia,Chordata,257,12.85,5,transboundary
Fis-119200,Crystallias matsushimae,Animalia,Chordata,670,33.5,6,transboundary
Fis-119482,Hymenocephalus torvus,Animalia,Chordata,1041,52.05,15,transboundary
Fis-119508,Upeneus japonicus,Animalia,Chordata,549,27.45,6,transboundary
Fis-119586,Ichthyscopus sannio,Animalia,Chordata,369,18.45,5,transboundary
Fis-119716,Bryaninops yongei,Animalia,Chordata,3104,155.2,45,transboundary
Fis-119913,Acanthaluteres vittiger,Animalia,Chordata,276,13.8,1,singlecountry
Fis-120072,Nannobrachium nigrum,Animalia,Chordata,35114,1755.7,54,transboundary
Fis-120127,Parmaturus macmillani,Animalia,Chordata,1156,57.8,17,transboundary
Fis-120202,Cephaloscyllium umbratile,Animalia,Chordata,2561,128.05,15,transboundary
Fis-120428,Yongeichthys criniger,Animalia,Chordata,3593,179.65,42,transboundary
Fis-120470,Kuronezumia bubonis,Animalia,Chordata,3451,172.55,55,transboundary
Fis-120669,Notacanthus sexspinis,Animalia,Chordata,2977,148.85,43,transboundary
Fis-120720,Trachyrincus longirostris,Animalia,Chordata,560,28,4,transboundary
Fis-120768,Cepola haastii,Animalia,Chordata,210,10.5,3,transboundary
Fis-120785,Neophrynichthys latus,Animalia,Chordata,180,9,1,singlecountry
Fis-120794,Capromimus abbreviatus,Animalia,Chordata,256,12.8,1,singlecountry
Fis-120888,Pseudoscopelus sagamianus,Animalia,Chordata,11068,553.4,25,transboundary
Fis-120906,Macroparalepis danae,Animalia,Chordata,2086,104.3,12,transboundary
Fis-120908,Lestidiops pacificus,Animalia,Chordata,47247,2362.35,58,transboundary
Fis-120918,Snyderidia canina,Animalia,Chordata,5111,255.55,70,transboundary
Fis-120985,Girella fimbriata,Animalia,Chordata,11,0.55,5,transboundary
Fis-120986,Thamnaconus analis,Animalia,Chordata,129,6.45,3,transboundary
Fis-120991,Peltorhamphus tenuis,Animalia,Chordata,149,7.45,1,singlecountry
Fis-121000,Crapatalus novaezelandiae,Animalia,Chordata,158,7.9,2,transboundary
Fis-121002,Leptoscopus macropygus,Animalia,Chordata,115,5.75,1,singlecountry
Fis-121247,Conger orbignianus,Animalia,Chordata,246,12.3,5,transboundary
Fis-121312,Echelus uropterus,Animalia,Chordata,1944,97.2,33,transboundary
Fis-121460,Lepadogaster candolii,Animalia,Chordata,764,38.2,15,transboundary
Fis-121492,Choerodon azurio,Animalia,Chordata,1768,88.4,13,transboundary
Fis-121542,Brotula clarkae,Animalia,Chordata,291,14.55,8,transboundary
Fis-121574,Callionymus pleurostictus,Animalia,Chordata,2212,110.6,19,transboundary
Fis-121626,Lindbergichthys mizops,Animalia,Chordata,49,2.45,2,transboundary
Fis-121644,Pseudogramma pectoralis,Animalia,Chordata,1182,59.1,16,transboundary
Fis-121645,Suttonia lineata,Animalia,Chordata,1980,99,25,transboundary
Fis-121646,Suttonia suttoni,Animalia,Chordata,106,5.3,5,transboundary
Fis-121668,Nansenia tenera,Animalia,Chordata,566,28.3,3,transboundary
Fis-121672,Diplogrammus randalli,Animalia,Chordata,75,3.75,6,transboundary
